id,preco
"7,52066E+37",9595130956113320.0
"1,47575E+38",8757197496031389.0
"3,36811E+38",9896682991399384.0
"3,17618E+38",1.0051159954260796e+16
"2,51804E+38",9659067475904088.0
"1,60739E+38",9167005292167340.0
"2,76062E+38",9688926785234180.0
"1,58942E+38",9726386526621100.0
"2,77857E+38",1.047079216286812e+16
"3,31933E+38",9150866692768258.0
"3,20251E+38",1.0620455964606048e+16
"2,05638E+38",1.0271316152315524e+16
"4,28783E+36",9009153309849872.0
"1,83014E+38",9350544630509672.0
"2,18826E+38",1.063499088418279e+16
"2,72152E+38",9458276698041152.0
"1,74852E+38",1.0020339840436948e+16
"1,00228E+38",9244074020840560.0
"1,64182E+38",9487231992472344.0
"2,4537E+38",9891184934960286.0
"2,79345E+38",1.1987700017704548e+16
"2,69383E+38",1.0221083608928778e+16
"2,91462E+38",1.0592477202337206e+16
"2,28119E+38",1.1714819357008056e+16
"2,63592E+38",9768543577002722.0
"2,3597E+38",1.0622675451543504e+16
"3,00596E+38",1.0322701452802204e+16
"1,66285E+38",9389100086069120.0
"3,31015E+38",9256450021065458.0
"1,71938E+38",1.0367304205383564e+16
"2,7244E+38",9331879187547534.0
"1,53878E+38",9904106747122964.0
"1,99922E+38",9942763898639756.0
"4,02131E+37",9133861220030024.0
"3,29292E+38",9025799122372926.0
"8,96977E+37",1.0136853016628138e+16
"2,3741E+38",1.1064123026712496e+16
"1,66652E+38",1.0247639005914092e+16
"6,98391E+37",9438604086968708.0
"1,57745E+38",9616047645766588.0
"1,60524E+38",9595849377456572.0
"2,78923E+38",1.1646011627308004e+16
"3,37074E+36",9990073050021068.0
"1,72161E+38",1.116720717761704e+16
"1,46673E+38",1.1140896649568136e+16
"1,98565E+38",1.0079665331827976e+16
"2,39768E+38",9402852136676300.0
"2,0736E+38",1.0973632009023524e+16
"7,71519E+37",9930507531820700.0
"1,02501E+38",8994167467550725.0
"2,58272E+37",1.0120074420804118e+16
"4,07116E+37",9475372427428218.0
"1,91352E+38",9623831061705344.0
"3,26392E+38",1.0436635628402024e+16
"2,64945E+38",1.0952772927936428e+16
"2,11317E+38",1.014165403371489e+16
"3,21929E+38",9657516459775164.0
"2,92155E+38",1.0765245178337752e+16
"1,70844E+38",1.099364610473174e+16
"1,94806E+38",9952806718494384.0
"1,22534E+38",1.0522582275793208e+16
"3,18602E+38",1.000448883538526e+16
"1,87141E+38",9607886125499052.0
"2,2274E+38",9664306668998244.0
"1,66882E+38",9435596884952572.0
"2,45399E+38",9917356878824648.0
"1,19268E+38",9651846605430096.0
"3,03962E+38",9473592570465918.0
"2,82966E+38",9063875930065908.0
"3,25087E+38",1.017992753335188e+16
"1,82042E+38",9203535823069228.0
"1,618E+38",1.0284774807691732e+16
"3,59609E+37",1.0173986564853854e+16
"1,6852E+38",1.1790855215319734e+16
"9,34382E+37",9136869574465816.0
"1,36648E+38",1.0978614152148594e+16
"1,82958E+38",1.0658848345123034e+16
"2,57837E+38",9462544546420146.0
"2,38614E+38",9464962689220772.0
"3,37961E+38",1.037862889113332e+16
"5,93419E+37",1.023906228353005e+16
"2,62367E+38",1.0220927733050294e+16
"1,23752E+38",1.0049380097298496e+16
"2,04833E+38",1.0290839246560014e+16
"1,98735E+38",1.0245570133650548e+16
"2,35801E+37",9911159909987952.0
"1,87884E+38",1.0051040067522402e+16
"7,24157E+37",9963116724663648.0
"1,57271E+38",1.0325445289570742e+16
"1,9535E+38",9399714673445316.0
"2,28727E+38",1.0178435270736976e+16
"2,7691E+37",9389496634511498.0
"4,504E+37",1.090534666523539e+16
"2,52388E+38",9283987082668692.0
"2,53081E+38",9953784256515128.0
"3,36001E+38",1.0000099136348708e+16
"1,13729E+38",9989436728101904.0
"1,43205E+38",1.0310371562861304e+16
"1,92332E+38",9538663403243022.0
"7,86815E+37",1.0091820002689684e+16
"3,87268E+37",9158530221968622.0
"3,16236E+38",1.1817350184504628e+16
"3,14534E+38",1.1709459378088396e+16
"2,75849E+38",9067777924924140.0
"1,24171E+38",9508166960494262.0
"3,06497E+38",9355541021375826.0
"2,58801E+37",1.127728788465319e+16
"1,50256E+37",9971877931955700.0
"1,66954E+37",9593923931504644.0
"2,01511E+38",1.0521146556912422e+16
"1,43947E+38",9530236407247464.0
"8,86951E+37",9403174908664284.0
"1,00098E+38",9269499231436716.0
"9,51221E+36",9462249440602564.0
"4,87708E+36",9514179741527520.0
"1,53428E+38",1.169905886193775e+16
"7,52381E+37",9546705935859272.0
"3,11895E+38",9206809653233040.0
"3,09501E+38",1.030111261783463e+16
"2,10879E+38",1.0946612593994378e+16
"1,23696E+38",9212257924882368.0
"1,65159E+38",9886970455002924.0
"1,14253E+38",9566995525650174.0
"3,29875E+38",1.0406376848649624e+16
"6,8817E+37",1.2148754017650596e+16
"2,14331E+38",1.0722498981153018e+16
"2,57838E+38",1.0712742045059172e+16
"9,08353E+37",1.0176081935666496e+16
"7,54077E+37",1.0178553446888756e+16
"8,8019E+37",9336517882117670.0
"3,31215E+38",1.0239919934812402e+16
"2,39344E+38",9948296879386890.0
"2,31797E+38",9670079676554716.0
"1,40473E+37",1.0312642152753136e+16
"1,15586E+38",1.0036893432392006e+16
"2,50058E+38",9414572306036380.0
"8,2251E+37",9941695850637628.0
"3,48356E+37",1.0059791546092556e+16
"2,00904E+37",9596892368962020.0
"1,44219E+38",9149725121644284.0
"1,94736E+38",1.0283648006175584e+16
"2,77536E+38",9319881291651416.0
"8,46859E+37",9158891846102964.0
"1,27821E+38",9732448446689572.0
"1,97684E+38",9213873748741440.0
"9,74147E+37",1.0331756447747234e+16
"5,92643E+37",9586543257313846.0
"3,34736E+38",1.0648925412006798e+16
"8,48053E+36",9814957124042428.0
"4,86696E+37",1.0043220721417216e+16
"2,66753E+38",9898175254014288.0
"9,45678E+36",1.0478584800863678e+16
"1,64287E+38",9986872996311648.0
"2,21851E+38",9305705026431458.0
"3,2169E+38",9012581951060114.0
"1,72067E+38",9792114089350128.0
"1,99704E+38",1.05551996258609e+16
"2,68776E+38",1.0576110224997828e+16
"1,10481E+38",9207500242660946.0
"1,14616E+38",8902092488545595.0
"2,32933E+38",1.0354420992034696e+16
"1,47256E+38",9770294702962568.0
"1,19106E+37",1.0424959293100568e+16
"2,25409E+38",9262545800609912.0
"3,03373E+38",1.0029746085039862e+16
"2,31434E+38",9910495668565838.0
"3,32363E+38",1.037758679871498e+16
"1,15245E+38",9954817126876670.0
"1,85114E+38",9136196364319452.0
"2,58774E+38",1.028604866292338e+16
"1,12736E+38",9212645251267946.0
"2,87444E+38",9284597702336620.0
"5,63346E+37",9328427362885864.0
"2,76463E+37",9608061344578240.0
"3,31777E+38",1.0630215822679824e+16
"9,59671E+37",9833094945847836.0
"3,1244E+38",1.0257023928195498e+16
"3,08502E+38",9522101488318270.0
"6,5696E+37",9294806519213640.0
"3,64027E+37",9897198674054314.0
"3,21619E+38",1.138875787016765e+16
"1,71001E+38",1.012107040293846e+16
"5,74284E+37",1.0765621528307896e+16
"9,98472E+37",1.1852449332683434e+16
"2,84534E+38",9903662377809976.0
"1,69193E+36",9462684841191300.0
"2,37417E+38",1.1161043858695794e+16
"1,68747E+38",1.0519253113288596e+16
"2,44209E+38",1.0550028074889218e+16
"2,7526E+38",1.013587180410162e+16
"7,2219E+36",9513192082362868.0
"1,05059E+38",9788017785544548.0
"2,16101E+38",9883733513066308.0
"1,92176E+38",1.0256370872749348e+16
"2,49503E+38",1.0109847159813498e+16
"2,18253E+37",9143525935555874.0
"3,09022E+38",1.0159556009881836e+16
"1,78248E+38",9497413143178966.0
"1,424E+38",1.1651922965716468e+16
"3,27323E+38",9247220706128344.0
"1,93616E+38",9197108049479992.0
"1,75275E+38",1.1700322283719278e+16
"6,35475E+37",9427353177673346.0
"9,29995E+37",9721139176302198.0
"5,09692E+37",9087944599225432.0
"3,22045E+38",1.0369701940151428e+16
"2,19555E+38",1.0019694296460984e+16
"2,75829E+38",1.1538325670060522e+16
"1,28007E+38",9989879386828278.0
"1,42753E+38",1.1910234740588952e+16
"2,98293E+38",1.134199926677564e+16
"1,99359E+37",9352257969155214.0
"1,59921E+38",9885404415933626.0
"1,7886E+34",9579672824998236.0
"2,76963E+38",1.00017942842132e+16
"9,40898E+37",1.089210203731271e+16
"3,29749E+38",9883487292951390.0
"2,42346E+38",1.0527036529227356e+16
"3,35037E+38",1.00977034215952e+16
"2,96208E+38",1.0839971504583906e+16
"2,52355E+38",9751784324379408.0
"1,76019E+38",9871209959932620.0
"2,03435E+38",1.0089530968684252e+16
"3,13406E+38",8522394707859933.0
"2,33098E+38",9147594826523606.0
"8,61804E+37",1.0278677317560668e+16
"4,86439E+37",1.0258958596204226e+16
"3,23016E+35",9905543424064520.0
"3,21721E+38",9954364992760946.0
"1,79441E+38",8821908668593313.0
"2,65341E+38",1.0123553100136682e+16
"3,52402E+37",1.0166327921552584e+16
"1,03512E+38",9439528256567816.0
"9,95378E+36",9965201162832880.0
"2,41525E+38",1.019190990711433e+16
"3,10328E+38",1.032192049995418e+16
"1,9094E+38",1.1320954533159236e+16
"3,2593E+38",9431781728856256.0
"6,91279E+37",1.062408119098901e+16
"2,01148E+38",1.0224546766127676e+16
"3,656E+37",9753501337530720.0
"2,63413E+38",1.0573257477906328e+16
"3,06136E+38",1.080856117912489e+16
"2,82921E+38",1.1595290314910884e+16
"3,0672E+38",9247790509730750.0
"3,13072E+38",9041244103592886.0
"1,66485E+38",1.013251497542661e+16
"2,05174E+38",9607987568123844.0
"1,43056E+38",1.166016944841436e+16
"2,11387E+38",9566570246205344.0
"7,7116E+37",1.0072260020217996e+16
"1,78833E+38",9013958001442400.0
"2,61297E+38",1.0032863393570636e+16
"1,15241E+38",9649708153084674.0
"1,0812E+37",9889469632395584.0
"2,21844E+38",9574410059316952.0
"4,66805E+37",1.0571983769235946e+16
"1,19303E+38",9720413662566256.0
"2,23418E+38",9205426344713120.0
"1,5757E+38",9743476961789692.0
"2,78902E+38",9337658641742140.0
"1,26374E+38",1.0676787209517178e+16
"2,10995E+38",9988311637172368.0
"1,39518E+38",9679005562704554.0
"1,5366E+38",1.0035996928963294e+16
"1,39863E+37",9466686149010220.0
"2,23081E+38",1.0161833857911308e+16
"2,19661E+38",9302829708629184.0
"1,66822E+38",1.0171542719801992e+16
"1,73521E+38",9783065287710680.0
"8,35985E+37",9360301566603520.0
"3,36779E+38",1.1686120106687558e+16
"2,54411E+38",1.0348007675747072e+16
"2,3133E+38",9707253787513404.0
"2,28638E+37",9344282853942828.0
"2,24719E+38",9674201935944082.0
"2,03237E+38",1.0151080686350568e+16
"6,93908E+37",1.0565430873663506e+16
"4,4228E+37",9982501741388696.0
"1,64494E+38",9113960021456754.0
"6,81144E+37",9034827515979612.0
"2,82315E+36",9158827291705368.0
"3,3847E+38",1.0050645229666636e+16
"6,30295E+37",1.022040606262471e+16
"1,24888E+38",9332183515421916.0
"1,65306E+38",1.1035374890689336e+16
"2,64246E+38",1.0540206584397776e+16
"1,24542E+38",9136380805455444.0
"2,93612E+38",1.1568168245863626e+16
"8,53348E+37",9566752723422172.0
"3,14541E+38",9768027141821952.0
"1,53779E+38",1.0030972871926744e+16
"3,1701E+38",9535852639838344.0
"7,13775E+37",9010877834471374.0
"1,8621E+38",8924363755716329.0
"8,86572E+37",1.0347698112627878e+16
"1,76371E+38",1.0168817876888442e+16
"3,27272E+38",1.1699390855982532e+16
"2,8457E+38",1.1329088387256372e+16
"2,67137E+38",9692497431802188.0
"3,15452E+38",8967984084377849.0
"1,48497E+38",9122508868109868.0
"1,75982E+38",9556129978821228.0
"1,6803E+38",9652694135568542.0
"3,29542E+38",1.0299452647610724e+16
"1,15071E+38",1.0227487390853388e+16
"2,68737E+38",9663353768396682.0
"3,02691E+38",9587763597562594.0
"3,35811E+38",1.0803828300067596e+16
"1,94179E+38",1.1427338216478828e+16
"7,80525E+37",9234418527371510.0
"2,24575E+38",1.011214541587573e+16
"2,55242E+38",9871212735351288.0
"1,0711E+38",9182721640872810.0
"2,21871E+38",1.0372625332156862e+16
"3,49834E+37",1.1240528975811004e+16
"1,75724E+38",9224689257448062.0
"2,82907E+38",9993770841465106.0
"1,48095E+38",1.1033252606232136e+16
"7,82212E+37",1.0614501437893518e+16
"2,77732E+38",9642653279633076.0
"2,81478E+38",1.1084582031412704e+16
"2,89707E+38",1.0120529976093066e+16
"8,11223E+37",9276113410081104.0
"7,84431E+37",1.1466089089589698e+16
"6,37897E+37",9373821101871552.0
"3,10138E+38",9097583612500048.0
"9,4848E+37",9707115456661412.0
"1,42891E+38",9633686411672768.0
"2,46998E+38",1.104439578909318e+16
"3,30767E+38",9272378477077316.0
"2,2589E+38",1.0372852961596916e+16
"4,98923E+37",9400417513681240.0
"2,68845E+38",9949874104432152.0
"2,30137E+38",9310924710579962.0
"1,3515E+38",9294013422328886.0
"6,05204E+37",1.0688266706313362e+16
"1,76089E+38",9731028249942452.0
"3,25517E+38",9110022203203378.0
"2,45311E+38",1.0536147921345236e+16
"1,59602E+38",9305963244021844.0
"1,38071E+38",9439969850462136.0
"1,19906E+38",9570941501128296.0
"2,08097E+38",1.0668706723841674e+16
"6,7092E+37",8837088174085249.0
"2,74568E+38",9686676350042556.0
"6,07233E+37",9303381068117990.0
"1,55688E+38",9403302053540314.0
"2,46148E+38",9975944859004268.0
"8,10893E+37",9785705824706546.0
"2,00523E+38",1.1263971444195272e+16
"2,71981E+38",9555281549595678.0
"1,93176E+38",9865827054180394.0
"3,2494E+38",1.0617009837342974e+16
"4,12909E+37",9901930341718288.0
"2,68987E+37",9667820419200110.0
"1,19266E+38",9211125575815196.0
"2,69606E+38",1.1035534441073594e+16
"2,07653E+38",8991177557228533.0
"1,70402E+38",1.046958407342739e+16
"2,80365E+38",9813851542058548.0
"2,97312E+38",9395518637601556.0
"1,24263E+38",1.0213532708329168e+16
"7,8319E+37",9831084790798100.0
"9,39118E+37",1.0341639221310622e+16
"3,03671E+38",1.0125130071849392e+16
"6,12735E+34",9480049974144716.0
"2,08951E+38",1.005841574904282e+16
"2,34642E+38",1.010953728438809e+16
"1,38068E+38",1.1368355905108542e+16
"1,6199E+38",9118775899025244.0
"7,60125E+37",9801217324243264.0
"1,05969E+38",9731530723728596.0
"1,30328E+38",9211427939770416.0
"9,86267E+37",9591921680347102.0
"9,19445E+37",9725042070247538.0
"9,29144E+36",9322057697056092.0
"4,94962E+37",9477735237888046.0
"2,41724E+38",1.075739443258273e+16
"1,24441E+38",1.1013630301816204e+16
"4,71105E+37",1.0339887030518722e+16
"2,23944E+38",1.0080163322895148e+16
"3,12065E+38",9983719052886228.0
"1,4492E+38",1.0055727794356468e+16
"1,3847E+37",9194579241997774.0
"1,6255E+37",9763182786583560.0
"2,1982E+38",9120564978044340.0
"1,68634E+37",9155405908632762.0
"1,34567E+38",1.0170891628275004e+16
"1,31029E+38",1.0317062439940018e+16
"1,13603E+38",1.0429955937299272e+16
"2,98768E+38",1.0041642791643736e+16
"1,25137E+38",1.017150476674274e+16
"1,52859E+37",1.0781206804299012e+16
"1,18604E+38",1.0128783716928596e+16
"1,67165E+38",9967930891645524.0
"3,71951E+37",9745640470631794.0
"1,10183E+38",8996277354638643.0
"2,53425E+38",8627802817077941.0
"1,22725E+38",9612044208283560.0
"4,84106E+37",9248281242660284.0
"2,08583E+38",9602573155950496.0
"1,70369E+38",9939554622873536.0
"9,1208E+37",1.0138641343121394e+16
"3,35468E+38",9242157796945432.0
"6,77142E+37",1.0251719281616636e+16
"1,39292E+38",1.0309042521850124e+16
"2,32851E+38",1.0821269382955096e+16
"3,32514E+38",1.0958980393222508e+16
"3,02585E+38",1.1603988678391952e+16
"2,46935E+38",8985681211376045.0
"4,2207E+37",9362090645622616.0
"4,63845E+37",1.0680898282930582e+16
"2,81547E+38",9019452383375724.0
"2,60395E+37",1.0526474941823356e+16
"6,44378E+37",1.0345473633020042e+16
"1,92544E+38",9142421252659100.0
"3,28019E+38",1.0245411394765796e+16
"1,13913E+38",9080522807421016.0
"3,25046E+38",1.0813587200080604e+16
"2,36826E+38",9753852840521156.0
"1,04846E+38",9878124538613066.0
"1,25232E+38",1.1192904101018822e+16
"2,81535E+38",9512795533920492.0
"1,19068E+38",9275228092628352.0
"1,38926E+38",1.0015931443954248e+16
"4,80865E+35",9931162551186014.0
"4,74682E+37",8901991045920799.0
"1,41986E+37",1.0150905720603928e+16
"1,72994E+38",9244085206816524.0
"2,34597E+38",1.0227883186769924e+16
"2,62667E+38",1.0880841905960548e+16
"2,17184E+38",9546576827064080.0
"1,2376E+38",9344981766340426.0
"2,99781E+38",9824774940028096.0
"1,88277E+38",9199033495431920.0
"1,10169E+38",9337504642195214.0
"9,23435E+37",1.1477275654047992e+16
"1,80136E+38",9897197715993544.0
"2,04039E+38",9503868582938598.0
"1,61474E+38",9798911810043396.0
"3,28305E+38",9314606275162116.0
"2,53505E+38",1.034510182876813e+16
"2,87992E+38",9078565767460366.0
"2,51225E+38",1.0040932693270176e+16
"1,32498E+38",1.0479993752661172e+16
"3,03078E+38",1.1484902295021156e+16
"3,99791E+37",9734363605752648.0
"3,18732E+38",9385549594201322.0
"1,75713E+38",9736051242146952.0
"1,33146E+37",1.0085466963615616e+16
"2,89359E+38",1.1015225717642512e+16
"2,27601E+38",9834802990274900.0
"2,23111E+38",1.0306032860007846e+16
"3,35743E+38",1.0004709412222604e+16
"2,38896E+38",9520053292621678.0
"2,87789E+38",1.0119947275928088e+16
"2,31035E+38",9888667313454028.0
"9,72478E+37",1.021636559035322e+16
"1,6137E+38",1.0421453200930156e+16
"3,11702E+38",9248804935978692.0
"8,59624E+37",9500557864547586.0
"2,50878E+38",9408936730244792.0
"2,34795E+38",9264456730286564.0
"1,49481E+38",9622573833229400.0
"4,62057E+36",1.043725350620759e+16
"3,14144E+38",9891951323735412.0
"5,77645E+37",9958321508460472.0
"1,13469E+38",1.0116643815674712e+16
"2,76853E+38",1.021738752807135e+16
"5,24246E+37",1.0291219314807956e+16
"1,0514E+37",1.0154078108142948e+16
"2,123E+38",1.0803828300067596e+16
"7,12036E+36",9844209488210368.0
"1,49536E+37",1.0157677632274676e+16
"1,77832E+38",9845729163663118.0
"2,83568E+37",9972901326927892.0
"1,89176E+38",1.0735133408528828e+16
"8,32119E+37",9126040915864068.0
"1,18563E+38",9709733455960408.0
"3,17058E+38",8186693396245407.0
"1,76459E+38",7583773913370532.0
"6,35799E+37",9176384123932408.0
"1,01245E+38",9007308898489976.0
"3,5377E+37",8993455405258003.0
"1,66548E+37",9963026468014816.0
"2,41557E+38",9682796892881194.0
"1,16277E+38",9406116744783316.0
"2,83065E+37",8769923934414667.0
"1,84674E+38",9799179396251846.0
"1,27701E+38",1.0540806018089742e+16
"3,39919E+38",9901827188506880.0
"3,25313E+38",1.0020395172777744e+16
"1,2418E+37",9451902292873552.0
"4,28499E+37",1.1801156252764748e+16
"8,46593E+37",9180653936230564.0
"3,25179E+38",9154952063930424.0
"1,18041E+38",9687268525596884.0
"2,97833E+38",9363962723152912.0
"1,88221E+38",9707069346377416.0
"3,20882E+38",9850017673407424.0
"1,01594E+38",9002852681136669.0
"1,62255E+38",9680176763918088.0
"3,17013E+38",1.0728327321050286e+16
"1,47819E+37",9654005631553230.0
"7,3653E+37",1.0630978331414248e+16
"2,70735E+38",9012436362070486.0
"1,36017E+38",9433144629343418.0
"1,49377E+35",1.1671291039354e+16
"7,24169E+37",1.0383128043458144e+16
"1,44099E+38",9191572851481144.0
"2,6483E+38",9463955521110466.0
"6,45496E+37",1.0255864871018696e+16
"4,73388E+37",9679999580919736.0
"2,50019E+38",9858688117385544.0
"2,28725E+38",1.042257002786366e+16
"4,44671E+37",1.098195952631345e+16
"5,72065E+34",9566562088980600.0
"1,80752E+38",8951312569603561.0
"3,03987E+37",1.0337910734944968e+16
"2,65075E+38",9837616782430796.0
"3,26934E+38",1.0544319621730342e+16
"2,80004E+38",9481652648108660.0
"2,29451E+38",9344021607601228.0
"7,12459E+37",1.0881018879398374e+16
"9,22489E+37",1.0376782515854262e+16
"1,20333E+38",9893953262586740.0
"6,8067E+37",9643074718827184.0
"9,02545E+37",1.0125139293906192e+16
"2,96342E+38",1.0637701210821068e+16
"8,18626E+37",1.000425657337866e+16
"1,94475E+38",9621975464369488.0
"2,1224E+38",1.0162910874637684e+16
"3,1643E+38",9432701159117538.0
"2,10163E+38",1.035152526619966e+16
"2,60725E+37",9059413519407016.0
"1,69348E+36",8941620187907311.0
"2,69215E+38",9560390569062586.0
"4,74865E+37",9166433524645772.0
"2,40503E+38",1.0312852296140364e+16
"2,57018E+38",9237941353068910.0
"5,89569E+35",9920040750685846.0
"1,8383E+38",9790869111682198.0
"1,41406E+38",1.0321415250749372e+16
"3,12703E+38",9538487119331776.0
"2,3128E+38",1.1062635290588586e+16
"4,20192E+37",1.052290504778119e+16
"1,77173E+38",9696777530989200.0
"3,20641E+38",9011053053550564.0
"3,17323E+38",1.0759693500144468e+16
"3,08926E+38",1.1100999046874406e+16
"4,70801E+37",1.043157075529995e+16
"3,39632E+38",9248521016137072.0
"1,21436E+38",1.0243698056120256e+16
"3,01345E+38",1.1326699874545308e+16
"1,49073E+38",1.1745471509890352e+16
"9,29453E+37",1.0471612925923274e+16
"2,47385E+37",1.10799912014852e+16
"2,8123E+38",1.0661513519538084e+16
"6,66018E+37",1.0824843344620778e+16
"3,35094E+37",9845701750825270.0
"7,50448E+37",9456402656591696.0
"3,0629E+38",9409176503721580.0
"2,32675E+38",1.0346388580562352e+16
"2,49143E+38",1.0012325619745652e+16
"4,72351E+37",1.1922085083576276e+16
"2,43235E+38",9719426902488712.0
"2,85038E+38",9915844714842084.0
"2,26367E+38",9765720562790028.0
"5,55496E+37",9666206412698936.0
"1,01437E+38",1.0177041029573644e+16
"1,03686E+38",9114930301339862.0
"1,7949E+38",8518171005845773.0
"3,33761E+38",9913732863835004.0
"5,98227E+37",9270091406991044.0
"1,96198E+37",9907129871166580.0
"1,52771E+38",9500686973342780.0
"2,54153E+38",1.1641741815009844e+16
"6,78726E+37",9832183926143850.0
"1,75996E+38",9521604562083152.0
"3,13121E+38",1.060911379280346e+16
"9,18552E+37",9332506287409898.0
"2,44464E+38",1.1454858797887626e+16
"3,0403E+38",9742185873837764.0
"1,84246E+38",9578936125286334.0
"2,25749E+38",9994056978558440.0
"8,56586E+37",9864774674873198.0
"1,70729E+38",1.109468492294596e+16
"2,30717E+38",1.02085617663817e+16
"1,36647E+37",9605824867494938.0
"5,72612E+37",9814420280828898.0
"3,33524E+38",1.0076596097500362e+16
"2,2434E+38",1.0155510448926798e+16
"3,01906E+38",1.0124770411634212e+16
"1,60826E+38",9957878849734096.0
"5,38541E+37",9873979352391130.0
"2,35698E+38",9138370805804968.0
"1,81789E+38",9728120273299400.0
"1,13146E+38",9133105011372466.0
"8,21817E+37",9359407027093970.0
"2,28629E+38",1.0231864193327364e+16
"2,37031E+38",9197668631025598.0
"1,07375E+38",9628211538685096.0
"1,68885E+38",1.027899086749185e+16
"1,66477E+38",1.0660256544394688e+16
"2,39167E+38",1.0064825078518456e+16
"1,7357E+38",9347314946710694.0
"1,68685E+38",9609681397823732.0
"3,07894E+38",1.0152692835703864e+16
"2,60768E+38",9604151192495264.0
"1,18965E+38",1.0187960902884992e+16
"3,35629E+38",9108436009433868.0
"1,31506E+38",1.0003775062505926e+16
"2,62094E+38",9656116417728256.0
"1,10148E+38",9611196843890062.0
"1,1881E+38",1.0292107554240636e+16
